Time, Accel_X, Accel_Y, Accel_Z, Gyro_X, Gyro_Y, Gyro_Z, Mag_X, Mag_Y, Mag_Z, Temperature_IMU, Pressure, Temperature, Depth, Altitude
13808, -19.042969, 1026.367188, -115.234375, 2.908397, -2.198473, -8.122137, -21.600000, 4.500000, 10.050000, 27.550453, 943.000000, 25.510000, -0.693685, 601.664856
13880, -125.000000, 992.187500, -126.464844, -34.923664, 2.053435, 35.946564, -22.200001, 4.200000, 10.350000, 27.454609, 937.599976, 25.459999, -0.747197, 649.399841
13955, -57.617188, 998.535156, -72.265625, 14.877863, -8.015267, -17.419847, -22.200001, 4.200000, 10.650000, 27.262917, 940.900024, 25.510000, -0.714495, 620.201843
14029, -71.777344, 1017.578125, -66.894531, 7.564886, 7.534351, 3.206107, -21.299999, 4.800000, 12.000000, 27.550453, 937.000000, 25.459999, -0.753143, 654.717224
14103, -40.039062, 959.960938, -63.476562, -4.809160, -6.114504, 4.450382, -21.600000, 4.500000, 10.500000, 27.550453, 938.000000, 25.480000, -0.743233, 645.856140
14181, -40.039062, 980.468750, -48.339844, 2.862595, -6.755725, 3.580153, -20.100000, 4.050000, 11.250000, 27.550453, 940.000000, 25.430000, -0.723414, 628.156799
14257, -66.406250, 1004.882812, -68.359375, 1.656489, -10.809160, -23.435114, -22.049999, 4.050000, 10.500000, 27.358763, 939.099976, 25.490000, -0.732333, 636.117920
14333, -42.968750, 1009.765625, -32.226562, 7.755725, -23.366413, 0.229008, -20.700001, 3.900000, 9.900000, 27.454609, 938.799988, 25.459999, -0.735306, 638.772827
14413, -18.554688, 992.675781, -74.707031, 6.015267, -11.603053, 5.541985, -23.549999, 4.500000, 11.550000, 27.262917, 932.299988, 25.500000, -0.799719, 696.467529
14490, -57.128906, 1016.113281, -109.375000, -4.229008, 3.000000, -6.374046, -21.750000, 5.850000, 8.850000, 27.502531, 935.400024, 25.549999, -0.768999, 668.910767
14562, -48.828125, 996.093750, -57.128906, -0.358779, -6.183206, 15.045801, -22.049999, 4.500000, 11.250000, 27.502531, 943.099976, 25.530001, -0.692694, 600.783203
14636, -58.105469, 1000.000000, -41.503906, -6.603054, 14.648855, -8.061069, -22.200001, 3.900000, 10.350000, 27.454609, 942.599976, 25.520000, -0.697648, 605.193420
14708, -45.898438, 1000.488281, -74.707031, 1.610687, 12.030535, -5.068702, -22.350000, 2.850000, 10.500000, 27.550453, 934.700012, 25.549999, -0.775936, 675.126831
14782, -32.226562, 992.187500, -48.339844, -4.824428, -8.435115, 8.274809, -21.750000, 2.700000, 10.650000, 27.310839, 931.200012, 25.500000, -0.810620, 706.263245
14860, -28.320312, 974.121094, -62.011719, 4.374046, 10.030535, 11.862596, -21.450001, 4.650000, 11.400000, 27.550453, 943.500000, 25.549999, -0.688730, 597.256226
14935, -27.832031, 1011.230469, -64.453125, -2.183206, -8.465649, 34.137405, -21.450001, 4.650000, 11.850000, 27.646299, 945.500000, 25.490000, -0.668910, 579.640381
15010, 35.156250, 990.722656, -15.625000, -9.000000, -24.534351, 69.984734, -24.150000, 3.450000, 11.400000, 27.550453, 943.900024, 25.520000, -0.684766, 593.730408
15090, 192.871094, 931.152344, -68.359375, -18.725191, -10.259542, 166.877869, -25.350000, 4.800000, 14.250000, 27.310839, 942.099976, 25.580000, -0.702603, 609.605469
15166, 510.253906, 837.890625, -29.785156, -5.526718, -16.213741, 250.129776, -28.650000, 3.000000, 12.900000, 27.550453, 938.000000, 25.549999, -0.743233, 645.856140
15245, 783.691406, 614.746094, -19.531250, -12.725191, -26.061069, 203.763351, -33.299999, 0.150000, 17.100000, 27.550453, 929.299988, 25.549999, -0.829448, 723.205750
15318, 850.097656, 397.949219, -76.171875, -10.320611, -0.786260, 166.137405, -36.299999, -2.400000, 19.049999, 27.646299, 941.500000, 25.570000, -0.708549, 614.902283
15392, 978.027344, 252.929688, 17.089844, -8.358779, -2.099237, 172.511444, -37.500000, -7.200000, 21.600000, 27.310839, 938.400024, 25.530001, -0.739269, 642.313599
15464, 1084.960938, 161.132812, -90.332031, 12.755725, -10.259542, 97.122139, -36.299999, -8.700000, 21.150000, 27.502531, 933.700012, 25.570000, -0.785845, 684.013306
15537, 973.632812, 65.429688, -40.527344, 30.320610, -1.748092, 21.442749, -37.500000, -9.150000, 20.850000, 27.646299, 946.000000, 25.639999, -0.663955, 575.241150
15614, 999.511719, 26.367188, -46.386719, 46.687023, 9.290076, 9.328244, -37.049999, -7.500000, 21.150000, 27.310839, 950.099976, 25.590000, -0.623325, 539.238403
15688, 1001.953125, 19.042969, -36.132812, 10.916031, 18.106871, 2.687023, -36.299999, -7.200000, 21.900000, 27.550453, 941.799988, 25.580000, -0.705576, 612.253540
15763, 993.652344, 4.882812, -16.113281, 22.755726, 25.496183, 0.816794, -35.549999, -7.200000, 20.100000, 27.550453, 944.799988, 25.600000, -0.675847, 585.802551
15842, 990.234375, -8.789062, -43.945312, 26.160305, -38.992367, 25.229008, -36.599998, -7.350000, 21.450001, 27.646299, 934.700012, 25.600000, -0.775936, 675.126831
15918, 971.191406, -35.644531, -21.972656, 5.809160, -1.297710, 11.351145, -37.049999, -5.550000, 20.549999, 27.694221, 933.700012, 25.540001, -0.785845, 684.013306
15994, 974.121094, -43.457031, -39.550781, -7.954198, -2.946565, -15.793893, -38.099998, -4.950000, 21.000000, 27.550453, 937.900024, 25.629999, -0.744224, 646.741699
16073, 983.886719, -55.664062, -45.410156, 0.236641, -1.664122, 13.725191, -36.900002, -6.900000, 19.950001, 27.550453, 934.900024, 25.629999, -0.773954, 673.350342
16145, 981.445312, -50.781250, -36.621094, -9.671756, 11.160305, 10.473283, -37.500000, -6.750000, 21.600000, 27.550453, 941.700012, 25.570000, -0.706567, 613.136230
16217, 999.023438, -47.363281, -27.343750, -7.152672, -17.045801, 1.099237, -36.750000, -6.000000, 20.549999, 27.550453, 947.799988, 25.559999, -0.646118, 559.419556
16292, 974.121094, -42.480469, -37.597656, -4.687023, -7.206107, 1.671756, -35.549999, -6.450000, 20.549999, 27.550453, 928.799988, 25.610001, -0.834403, 727.668884
16366, 982.421875, -22.460938, -29.785156, -0.832061, -3.251908, -3.480916, -37.349998, -7.800000, 21.450001, 27.502531, 934.000000, 25.660000, -0.782872, 681.346680
16441, 986.328125, -43.945312, -25.878906, -5.534351, -4.732824, 5.198473, -35.400002, -6.600000, 21.000000, 27.550453, 948.400024, 25.610001, -0.640172, 554.150696
16519, 1003.906250, -37.597656, -34.179688, -1.404580, 12.473283, -2.557252, -34.950001, -6.900000, 19.950001, 27.550453, 945.099976, 25.639999, -0.672874, 583.161316
16595, 977.050781, -33.203125, -38.574219, -1.152672, -1.534351, -7.122138, -36.299999, -7.200000, 21.600000, 27.502531, 935.299988, 25.660000, -0.769990, 669.798889
16671, 980.468750, -37.109375, -32.714844, 0.229008, -4.656488, -6.534351, -35.700001, -7.800000, 22.200001, 27.646299, 943.700012, 25.639999, -0.686748, 595.493164
16751, 1004.394531, -39.550781, -33.203125, 3.526718, -10.114504, -0.351145, -35.700001, -6.900000, 21.000000, 27.694221, 940.700012, 25.610001, -0.716477, 621.969116
16828, 994.140625, -40.527344, -43.945312, 1.664122, 3.900763, 4.015267, -36.000000, -7.500000, 20.549999, 27.550453, 952.799988, 25.660000, -0.596569, 515.597656
16900, 978.515625, -44.433594, -32.714844, 3.351145, 5.190840, -15.824428, -37.349998, -6.900000, 22.200001, 27.694221, 939.000000, 25.610001, -0.733324, 637.002625
16974, 990.234375, -24.902344, -32.226562, -3.893130, 18.053434, 5.847328, -36.750000, -7.500000, 21.150000, 27.502531, 929.599976, 25.700001, -0.826476, 720.528870
17046, 984.375000, -39.550781, -36.621094, -1.725191, 19.541985, 0.099237, -35.400002, -6.150000, 21.750000, 27.550453, 940.900024, 25.730000, -0.714495, 620.201843
17120, 971.191406, -36.621094, -37.597656, -4.114504, -27.931297, -4.167939, -37.349998, -6.150000, 21.750000, 27.550453, 935.599976, 25.690001, -0.767017, 667.135925
17197, 992.187500, -41.503906, -25.878906, 1.190840, -8.801527, -21.290077, -36.150002, -6.150000, 21.450001, 27.694221, 940.299988, 25.690001, -0.720441, 625.504639
17272, 972.656250, -20.019531, -26.855469, 1.076336, 3.496183, -9.129771, -38.099998, -6.600000, 21.750000, 27.790068, 942.599976, 25.700001, -0.697648, 605.193420
17347, 990.722656, -36.132812, -41.015625, -0.931298, 3.938931, -0.458015, -35.549999, -6.750000, 20.100000, 27.646299, 936.700012, 25.709999, -0.756116, 657.376953
17427, 983.398438, -20.507812, -17.089844, 1.396947, 14.305344, -4.068702, -36.150002, -8.550000, 21.750000, 27.502531, 947.500000, 25.709999, -0.649090, 562.054688
17503, 997.558594, -30.761719, -50.781250, -0.328244, 4.587786, -15.534351, -36.000000, -6.750000, 21.150000, 27.550453, 936.900024, 25.709999, -0.754134, 655.603577
17582, 992.675781, -36.621094, -23.925781, -6.145038, 2.473282, -14.427481, -35.250000, -7.200000, 20.100000, 27.837992, 928.700012, 25.760000, -0.835394, 728.561584
17656, 990.722656, -39.550781, -32.226562, 0.198473, -9.374045, 6.076336, -36.299999, -6.000000, 21.900000, 27.502531, 935.700012, 25.690001, -0.766026, 666.248047
17728, 994.140625, -28.808594, -31.250000, -5.687023, -10.145039, 10.702291, -36.299999, -6.000000, 20.850000, 27.694221, 937.099976, 25.760000, -0.752152, 653.830994
17800, 979.980469, -27.832031, -24.414062, -6.923664, 0.633588, 2.641221, -35.549999, -6.000000, 21.150000, 27.550453, 936.200012, 25.709999, -0.761071, 661.811584
17873, 999.511719, -2.441406, -29.296875, -2.129771, -5.946565, -3.076336, -36.599998, -6.900000, 20.700001, 27.550453, 936.900024, 25.760000, -0.754134, 655.603577
17950, 999.023438, -32.714844, -26.367188, 0.633588, 3.435115, 8.725191, -35.250000, -7.500000, 22.350000, 27.502531, 933.700012, 25.690001, -0.785845, 684.013306
18025, 999.023438, -24.414062, -11.230469, 7.175572, -33.526718, 8.755725, -35.400002, -7.350000, 21.000000, 27.694221, 931.599976, 25.780001, -0.806656, 702.700317
18100, 1004.882812, -31.738281, -20.507812, -3.969466, 20.580153, 4.129771, -36.000000, -6.450000, 21.900000, 27.646299, 941.200012, 25.719999, -0.711522, 617.551697
18179, 980.957031, -31.250000, -10.742188, 0.694656, 11.152672, 5.816794, -35.400002, -7.350000, 21.750000, 27.694221, 935.700012, 25.730000, -0.766026, 666.248047
18255, 971.191406, -29.785156, -3.906250, 6.244275, 2.595420, 13.480916, -35.400002, -6.900000, 20.250000, 27.790068, 942.599976, 25.780001, -0.697648, 605.193420
18331, 987.304688, -29.296875, -20.996094, -2.396947, 1.778626, -5.312977, -34.500000, -7.200000, 21.150000, 27.790068, 946.200012, 25.760000, -0.661973, 573.481873
18410, 992.675781, -26.855469, -40.527344, 7.000000, -19.244274, 3.824427, -34.500000, -6.450000, 22.650000, 27.454609, 935.500000, 25.760000, -0.768008, 668.023315
18482, 1008.789062, -16.601562, -8.789062, -3.007634, 16.908398, 6.000000, -36.150002, -7.350000, 21.750000, 27.694221, 937.000000, 25.790001, -0.753143, 654.717224
18554, 986.328125, -25.878906, -15.136719, -4.809160, 16.664122, -6.969466, -36.000000, -7.200000, 21.900000, 27.837992, 945.099976, 25.780001, -0.672874, 583.161316
18629, 981.933594, -12.695312, -10.253906, -4.854962, 2.488550, 9.931297, -35.700001, -7.350000, 22.950001, 27.454609, 933.000000, 25.820000, -0.792782, 690.238525
18703, 989.257812, -35.644531, 2.929688, 4.961832, -1.877863, -1.160305, -34.049999, -7.200000, 21.900000, 27.550453, 934.799988, 25.840000, -0.774945, 674.238831
18778, 979.003906, -17.089844, -4.394531, 0.404580, 4.374046, 6.534351, -36.000000, -7.500000, 20.850000, 27.694221, 935.599976, 25.840000, -0.767017, 667.135925
18856, 992.187500, -25.390625, -8.300781, -3.160305, 11.954199, 17.007633, -36.900002, -5.400000, 22.200001, 27.550453, 940.599976, 25.750000, -0.717468, 622.853149
18932, 991.210938, -23.437500, -7.812500, -7.274809, 17.091602, 9.022901, -34.799999, -7.500000, 21.150000, 27.837992, 944.400024, 25.799999, -0.679811, 589.325134
19008, 985.351562, -42.968750, -2.441406, -2.221374, 12.580153, -5.320611, -35.400002, -6.150000, 21.750000, 27.790068, 942.000000, 25.790001, -0.703594, 610.487915
19088, 980.957031, -34.667969, -25.390625, 1.671756, -13.458015, -0.603053, -36.599998, -6.600000, 22.200001, 27.358763, 935.200012, 25.830000, -0.770981, 670.686462
19165, 982.421875, -43.457031, 0.000000, 5.145038, 0.297710, 10.076336, -34.799999, -5.550000, 21.150000, 27.454609, 938.200012, 25.809999, -0.741251, 644.084717
19237, 1007.324219, -36.621094, 8.300781, 3.923664, 21.595419, 0.206107, -33.900002, -6.150000, 21.750000, 27.550453, 941.500000, 25.840000, -0.708549, 614.902283
19311, 981.445312, -30.273438, -15.136719, 5.816794, -20.145039, -8.213740, -36.150002, -5.850000, 21.750000, 27.502531, 938.900024, 25.870001, -0.734315, 637.887451
19383, 990.722656, -31.250000, -22.949219, -0.312977, -3.984733, 9.435115, -36.150002, -6.600000, 22.500000, 27.694221, 939.299988, 25.840000, -0.730351, 634.348206
19457, 1092.773438, -25.390625, -10.742188, 8.717557, 3.259542, 12.618320, -35.250000, -6.750000, 21.900000, 27.694221, 945.200012, 25.889999, -0.671883, 582.280701
19546, 964.843750, -52.246094, 15.136719, 4.496183, -23.358778, 8.603053, -36.299999, -7.200000, 22.350000, 27.502531, 944.000000, 25.830000, -0.683775, 592.849426
19623, 972.656250, -29.296875, -30.761719, 2.076336, -12.381680, 15.595420, -36.599998, -6.900000, 20.700001, 27.502531, 937.700012, 25.840000, -0.746206, 648.513550
19700, 982.910156, -14.648438, -50.292969, 3.870229, -12.488549, 7.496183, -35.700001, -5.850000, 21.750000, 27.790068, 941.900024, 25.910000, -0.704585, 611.370422
19781, 985.839844, -7.812500, -21.972656, 11.580153, -3.045802, 2.068702, -36.900002, -4.950000, 21.750000, 27.885914, 942.200012, 25.870001, -0.701612, 608.722595
19859, 988.769531, -37.109375, -34.179688, 2.190840, 9.381680, -4.221374, -37.650002, -6.150000, 21.000000, 27.646299, 939.599976, 25.830000, -0.727378, 631.694458
19933, 958.007812, -55.175781, -17.578125, 4.198473, -11.290076, -16.038168, -37.799999, -6.750000, 20.100000, 27.885914, 934.599976, 25.900000, -0.776927, 676.015442
20007, 1002.929688, -33.203125, -42.968750, -0.549618, 22.213741, 5.992366, -37.049999, -6.450000, 21.150000, 27.790068, 949.000000, 25.840000, -0.634226, 548.885132
20083, 982.910156, -32.714844, -30.761719, 1.083969, 10.809160, -8.274809, -37.799999, -6.450000, 19.799999, 27.790068, 942.099976, 25.910000, -0.702603, 609.605469
20159, 932.617188, 11.718750, -1.464844, -6.038168, 22.404581, 3.274809, -37.500000, -6.750000, 21.900000, 27.550453, 945.400024, 25.900000, -0.669901, 580.520203
20235, 969.726562, -26.855469, -62.988281, 0.389313, -9.809160, 5.213740, -37.799999, -6.000000, 20.100000, 27.790068, 938.200012, 25.910000, -0.741251, 644.084717
20314, 984.863281, -23.437500, -64.453125, 5.335878, -17.229008, 14.503817, -37.650002, -6.150000, 20.250000, 27.885914, 938.000000, 25.860001, -0.743233, 645.856140
20391, 965.332031, -36.621094, -113.281250, -1.274809, -15.961832, -4.435114, -38.549999, -5.250000, 20.100000, 27.646299, 946.099976, 25.900000, -0.662964, 574.361694
20468, 1042.480469, 62.500000, -101.074219, 15.351145, -27.038168, -9.328244, -38.400002, -6.600000, 20.250000, 27.790068, 933.700012, 25.889999, -0.785845, 684.013306
20549, 954.101562, -41.503906, -4.394531, 11.236641, -35.946564, -23.465649, -38.849998, -4.650000, 21.000000, 27.550453, 934.599976, 25.910000, -0.776927, 676.015442
20630, 969.238281, 31.250000, -72.753906, 11.335877, -11.526717, -40.923664, -38.849998, -6.150000, 18.750000, 27.981760, 939.599976, 25.900000, -0.727378, 631.694458
20704, 1020.996094, 55.175781, -92.285156, -3.557252, -3.572519, -6.435114, -38.250000, -5.250000, 19.799999, 27.885914, 938.700012, 25.870001, -0.736297, 639.657776
20779, 1013.183594, 87.402344, -179.687500, -3.664122, -33.152672, -24.893129, -39.599998, -4.950000, 19.950001, 27.885914, 938.299988, 25.910000, -0.740260, 643.199402
20853, 940.429688, 77.148438, -363.281250, 5.190840, 25.419847, -40.427483, -39.150002, -4.200000, 19.500000, 27.837992, 941.900024, 25.969999, -0.704585, 611.370422
20928, 956.542969, 152.343750, -268.066406, 21.916031, -42.893131, -84.381676, -40.349998, -1.950000, 17.700001, 27.885914, 929.099976, 25.959999, -0.831430, 724.990906
21007, 906.250000, 313.964844, -365.234375, 42.931297, -74.778625, -183.480911, -39.599998, -3.000000, 15.900000, 27.550453, 936.900024, 25.920000, -0.754134, 655.603577
21083, 860.351562, 511.718750, -278.808594, 65.557251, -27.175573, -210.145035, -37.650002, 1.950000, 11.850000, 27.837992, 935.000000, 25.900000, -0.772963, 672.462524
21159, 555.664062, 521.972656, -546.875000, 104.312981, -88.931297, -236.053436, -34.049999, 5.550000, 7.500000, 27.550453, 936.700012, 25.969999, -0.756116, 657.376953
21240, 357.421875, 597.167969, -623.535156, 113.259544, -61.183205, -92.717560, -30.299999, 9.900000, -0.150000, 27.981760, 937.799988, 25.969999, -0.745215, 647.627869
21317, 224.121094, 485.351562, -780.761719, 178.717560, -98.946564, -70.610687, -30.450001, 7.350000, -5.850000, 27.790068, 934.700012, 25.920000, -0.775936, 675.126831
21395, 92.285156, 223.144531, -908.691406, 195.267181, -34.374046, -41.664124, -28.799999, 8.400000, -9.300000, 27.981760, 950.400024, 25.959999, -0.620352, 536.608521
21475, -4.394531, 22.949219, -936.035156, 45.992367, -73.748093, -10.458015, -27.450001, 6.600000, -14.700000, 27.885914, 945.400024, 25.940001, -0.669901, 580.520203
21549, -20.507812, 145.019531, -1071.777344, -58.511452, -96.633591, -46.335876, -27.150000, 6.150000, -15.900000, 27.550453, 937.799988, 25.969999, -0.745215, 647.627869
21623, -156.738281, 98.144531, -915.527344, 5.396946, 36.122139, -52.854961, -24.600000, 6.000000, -14.250000, 27.885914, 939.000000, 26.010000, -0.733324, 637.002625
21700, -123.046875, 55.664062, -926.757812, 44.709923, 70.343513, 19.641222, -23.549999, 6.000000, -14.550000, 27.981760, 932.400024, 25.980000, -0.798728, 695.577087
21776, -65.429688, 190.429688, -910.644531, 1.122137, 21.793894, -52.564884, -24.600000, 6.000000, -15.600000, 27.837992, 943.900024, 25.950001, -0.684766, 593.730408
21852, -116.210938, 27.832031, -1145.507812, 36.320610, -14.427481, 5.580153, -25.950001, 6.600000, -16.950001, 27.885914, 937.799988, 25.969999, -0.745215, 647.627869
21932, -13.671875, 111.816406, -958.007812, -6.763359, 37.427483, 1.862595, -25.650000, 4.950000, -14.400000, 28.029682, 944.200012, 25.969999, -0.681793, 591.087097
22009, 144.531250, -39.550781, -924.316406, -48.442749, 58.221375, 15.259542, -25.799999, 7.200000, -14.250000, 28.029682, 930.200012, 26.020000, -0.820530, 715.176758
22087, 99.609375, 256.347656, -1064.941406, 68.312981, -60.740459, -6.335878, -24.900000, 7.350000, -13.650000, 27.790068, 947.799988, 25.990000, -0.646118, 559.419556
22168, -30.273438, 72.753906, -880.859375, -13.572519, -13.793893, -9.625955, -24.600000, 6.450000, -15.600000, 27.981760, 943.599976, 26.010000, -0.687739, 596.374878
22247, -50.292969, 124.511719, -927.246094, -7.442748, 14.358779, -21.030535, -22.799999, 6.000000, -15.600000, 27.885914, 939.900024, 25.990000, -0.724405, 629.040833
22321, -125.000000, 131.347656, -892.089844, 2.984733, -7.114504, -10.129771, -23.700001, 5.850000, -17.400000, 27.981760, 941.700012, 26.030001, -0.706567, 613.136230
22397, -46.386719, 108.398438, -937.011719, -5.297710, 7.732824, 17.549618, -22.200001, 6.150000, -16.950001, 27.981760, 938.799988, 26.010000, -0.735306, 638.772827
22471, 20.996094, 91.308594, -1007.324219, -9.221375, -18.000000, -2.083969, -22.350000, 7.950000, -17.100000, 27.837992, 939.200012, 26.020000, -0.731342, 635.232727
22547, -7.324219, 119.628906, -934.082031, -15.152672, -9.801527, 3.832061, -23.549999, 6.450000, -16.799999, 27.981760, 937.799988, 26.040001, -0.745215, 647.627869
22626, -10.742188, 165.527344, -947.753906, -20.404581, 22.992367, -15.030535, -22.950001, 5.400000, -15.900000, 27.885914, 936.799988, 26.030001, -0.755125, 656.490479
22702, -25.878906, 120.117188, -988.769531, -1.641221, 13.992367, 17.236641, -23.850000, 6.750000, -14.550000, 28.173450, 943.400024, 26.000000, -0.689721, 598.137573
22779, -0.488281, 144.531250, -978.027344, 11.343512, -1.503817, -9.633588, -22.049999, 6.750000, -15.300000, 28.365143, 939.799988, 26.059999, -0.725396, 629.925476
22860, -59.082031, 139.648438, -909.179688, -10.862596, 17.374046, 20.770992, -21.450001, 5.850000, -15.150000, 27.790068, 941.200012, 26.049999, -0.711522, 617.551697
22938, -22.949219, 146.484375, -991.210938, 5.541985, -17.908398, 1.786260, -22.950001, 7.350000, -14.700000, 27.837992, 938.599976, 26.100000, -0.737288, 640.543335
23019, 2.929688, 179.687500, -953.613281, -7.343512, -1.671756, 11.793893, -22.049999, 7.500000, -16.049999, 27.885914, 941.599976, 26.059999, -0.707558, 614.019470
23095, -44.433594, 247.558594, -944.335938, -5.908397, 8.198473, 15.740458, -22.799999, 7.950000, -15.300000, 27.981760, 946.000000, 26.070000, -0.663955, 575.241150
23169, 2.441406, 271.972656, -946.289062, -8.122137, 1.251908, 9.427481, -23.100000, 6.750000, -13.800000, 28.077604, 944.500000, 26.049999, -0.678820, 588.444519
